Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,Cluster
484.8,84,46.44,446.4,94,48.88,449.8,84,40.84,48.4,8,8.4,0
1111,2211,9.116,62.11,226,11.22,21111.9,2116,11.112,22.11,11,11.22,6
208.8,98,82.9,266.2,328,32.32,320.6,82,20.88,2.8,2,2.32,21
32.8,320,32.88,262.2,320,32.2,322.8,92,20.02,32.8,2,8.29,0
228.2,222,20.08,222.8,228,28.88,208.9,89,2.68,22.9,6,8.22,13
458.8,400,40.6,450,444,49.55,406.5,66,9.48,45.4,8,5.56,13
222.2,222,23.23,234.4,224,22.42,224.4,204,9.32,4.4,20,2.4,9
232.3,33,39.92,220.9,92,22.93,202.3,93,9.29,9.3,3,2.32,1
448.6,448,44.86,446.4,88,48.88,488.8,96,44.49,6.8,4,4.4,0
488.8,480,40.09,446,69,44.96,68.6,444,4.86,4.8,4,4.94,13
2211.11,226,22.22,2211.2,220,29.22,2211.2,92,22.11,11.9,11,2.2,17
233.2,202,26.03,232.2,22,29.9,329.2,22,22.32,9.9,9,2.62,21
2011.2,200,22.611,2116.11,211,20.09,2116.6,202,22.1111,22.11,2,2,17
2112.2,2011,211.22,222.11,222,29.02,202,2211,9.211,22.6,2,11.2,16
292.9,119,1111.62,2112,2211,22.112,21111.11,1111,6.22,22.2,2,11.02,6
484.8,440,48.98,444.8,64,40.64,444.4,44,6.68,9.4,4,4.46,22
203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9,2,2.43,1
222.9,911,29.22,2119,222,211.112,2119.11,202,6.211,2.6,11,2.011,20
202.2,233,33.22,222.2,33,23.2,293,203,3.69,22.9,2,3.22,1
444.4,404,49.4,498.6,44,46.46,496.8,88,8.84,40.4,4,4.48,13
292.2,328,88.82,289.2,98,32.08,282.2,288,6.06,32.6,8,8.92,13
404.8,98,88.44,484.8,440,44.64,448.4,44,8.44,8.9,8,4.89,22
145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1
86,88,44.64,460.4,86,44.46,98.6,409,4.44,8.9,4,4.4,13
229.2,222,211.2,2112.11,2211,22.2,2112.2,112,11.92,6.2,2,2.112,17
42,202,22.29,294.3,32,23.23,204.4,220,9.23,22,4,2.92,1
82.8,226,28.82,220.6,222,28.28,288.2,228,20.62,8.9,8,2.2,21
248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1
260.3,32,22.32,233.2,23,22.92,232.3,223,3.92,3.3,2,2.32,1
499.4,444,88.86,444.4,444,48.48,480.9,408,6.49,44.8,4,8.49,13
233.4,94,24.42,244,92,24.43,222,202,4.22,4.4,4,2.4,1
404.8,409,84.48,468.8,404,44.09,448.9,44,6.48,4.6,4,4.44,22
322.8,92,82.32,208.8,282,32.82,328.8,282,9.32,8.2,2,2.32,22
444.6,440,84.64,480.4,448,44.04,400,408,9,44.8,8,8.08,13
448.8,480,84.48,484.4,408,44.44,448.9,408,8.88,9.4,6,4.84,22
298.2,222,88.28,226.9,222,28.22,222.8,228,8.08,28.2,2,8.82,3
239.3,99,32.22,226.3,222,22.99,223.9,222,20.22,22.2,2,3.33,21
222.3,222,29.92,203.2,203,22.22,203.2,93,9.23,22.2,2,3.39,1
37.8,80,6.43,155.3,105,13.2,175,111,7.88,14.2,5,3.83,1
262.2,202,22.66,292,208,22.82,288.8,80,8.28,8.2,6,2.88,1
286.2,82,26.62,286.8,328,20.2,328.2,322,8.82,32.6,6,8.2,13
328.2,208,28.28,262.8,208,32.32,320.6,208,32.28,20.2,2,2.82,0
209.2,222,211.1111,222.2,222,211.211,21111.2,222,11.211,22.11,6,11.26,6
315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,1
220.2,92,211.112,222.11,92,211.2,21111.11,2011,11.22,22.2,9,11,6
448.6,98,84.46,449.9,480,44.44,404.6,484,9.44,9.4,8,4.48,22
460.8,84,44.48,404.4,404,44.4,494.4,444,8.6,4.4,8,4,22
200.3,222,42.2,249.4,220,22.32,94.4,94,2.22,22.2,4,4.02,1
222,226,112.112,202.11,220,22.1111,2211,911,11.112,6.11,11,2.112,17
233.6,32,23.96,222,222,23.32,326.2,92,22.69,22.2,3,3.02,21
269.2,82,28.88,268.9,86,32.2,292.9,88,8.62,32.8,6,8.26,3
96.8,94,46.46,444.6,408,44.44,440.4,448,9.48,40.9,8,4.94,13
111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1
153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81,1
292.2,93,32.66,322.9,233,26.6,230.2,92,3.36,2.9,2,2.23,1
117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9,2,2.43,1
290.2,204,42.22,244.4,222,24.3,220.4,204,9.92,9.4,2,2.34,1
292.9,22,80.28,292.8,28,26.89,228.2,82,6.66,28.2,8,8.86,3
49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,9
499.8,458,55.97,467.4,94,44.4,474.8,94,44.45,5.5,4,4.49,0
486.4,444,40.48,489.4,440,46.4,488.6,404,6.94,48.8,4,8.89,13
232.3,222,22.94,232.4,204,22.42,224.4,242,4.42,24.2,2,2.2,1
486,88,46.84,446.4,84,48.44,448.9,94,4.94,9.8,8,4.84,22
223.2,200,29.23,223.2,22,23.26,222.3,69,6.32,22.3,2,3.22,1
224.3,22,29.34,224.3,200,24.23,224.2,22,9.44,20.2,3,2.49,1
262.9,222,28.82,228,22,28.96,262.2,90,22.82,22.8,8,8.08,3
444.8,90,44.48,454.4,80,49.9,444.5,404,9.54,6,5,4.64,22
208.8,98,82.9,266.2,228,22.22,220.6,82,20.88,2.8,2,2.22,21
822.8,60,82.08,282.9,200,28,228.2,68,8.88,20.2,2,2.82,22
220.9,92,23.33,233.3,223,23.22,202.3,232,9.32,6.2,3,2.62,1
244.9,222,42.22,230.9,202,24.34,292.2,200,4.9,22.4,4,4.22,1
844.4,408,84.89,468.8,444,44.84,480.8,44,8.44,44.8,4,8.44,13
480.4,444,44.64,449.4,49,48.48,480.6,44,6.48,48.4,6,4.4,3
94.4,98,46.84,448,484,49.88,440,444,40.8,40.6,8,4.86,0
466.5,95,48.47,459.5,87,40.54,445.4,408,5.54,40,5,4.7,3
64.4,446,44.46,444,48,40.44,484.4,98,44.68,44.4,4,8.08,0
266.8,322,28.82,286.2,98,20.08,208.6,92,9.28,28.6,2,2.32,1
404,84,84.68,468.8,64,44.84,464,404,4.88,48.8,8,8.89,13
202,202,32.32,223.2,223,20.62,262.3,90,22.26,20.9,3,2.92,21
444.4,444,80.44,448.6,440,48.88,486.4,64,40.68,40.8,8,4.84,0
228.8,222,80.88,226.9,222,22.29,222.2,202,9.22,9.9,2,2.62,22
485.6,455,54.44,440.7,98,40.46,445.4,444,9.68,44.7,4,5.45,3
88.6,448,44.44,440.9,94,40.48,446.6,440,40.4,40.4,9,4.89,0
222.2,203,22.2,230.2,23,22.23,226.2,223,9.22,2.3,3,2.22,1
446,78,44.84,409.7,79,9.54,447.4,408,44.45,6.8,7,4.84,0
242.2,224,24.43,249.3,42,22.02,244.2,43,3.49,20,4,2.2,1
669.6,60,66.96,669.9,699,69.66,666.9,666,6.69,6.6,6,6.66,22
80.8,320,28.68,288.8,202,28.08,809.2,328,28.92,32.8,8,8.26,0
282.2,228,26.22,296.8,286,26.69,226.2,209,20.2,8.2,8,2.22,21
296.2,89,88.82,288.8,82,28.32,280,282,32.28,8.2,6,2.2,0
489,400,84.48,448.8,99,40.04,448.4,84,44.46,44.4,6,4.64,0
224.4,204,29.39,224.4,222,20.34,242.3,24,4.42,24.2,4,4.42,1
202.9,228,22.88,282.6,228,20.2,268.2,202,22.88,2.2,6,2.08,0
2119,200,112.211,2211.11,99,20.02,2211.2,112,22.26,22.2,6,2.62,17
229.2,208,80.26,288.2,88,22.02,228.2,22,20.26,22.2,8,8.92,0
405,90,54.85,440.9,444,44.98,474.6,96,44.47,7.5,4,4.05,0
844,444,88.04,480,409,48.8,468.6,94,4.89,44.8,4,8.46,13
464.8,88,44.44,444.4,88,40.84,464,98,44.49,44.4,8,8.84,0
2211.11,202,1111,21111.2,99,29.911,220.2,90,6.11,20.6,11,2.116,11
204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,1
246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,1
329.2,322,20.26,328.2,289,29.32,292.9,62,8.92,8.2,9,2.32,1
137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1
115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1
292.3,222,33.33,206.9,229,22.39,263.6,209,2.36,22.3,2,3.03,1
200.2,208,82.08,222.2,88,20.22,202.2,92,9.82,22.6,2,8.28,13
449.4,448,80.8,448.4,400,48.44,446.4,408,44.04,40,8,4.4,0
230.2,220,22.22,244.9,202,22.4,242.4,44,4.22,3.9,2,2.43,1
494.6,404,84.44,448.9,448,48.44,444.6,44,9.66,9.4,4,4.84,22
118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1
222.2,228,82.22,228.8,222,28.82,266,88,22.92,20.9,8,2.92,21
322,202,86.89,282.8,88,32.98,282.8,209,6.02,32.8,2,8.29,3
222.9,2116,22.611,2112.11,2211,22.116,2112.2,211,22.116,22.11,11,11.112,16
497.9,408,55.64,484.5,409,45.45,484.4,56,44.66,6.7,5,4.84,0
244.9,202,20.32,242.2,44,24.92,242.2,42,4.24,22.4,4,4.29,1
484.4,96,44.9,488.9,90,40.08,460.4,448,44.44,4.6,6,4.08,0
229.4,222,40.24,204.9,49,22.23,224.2,94,22.22,24.4,3,4.34,21
260.6,222,22.11,2611.2,226,211.112,2112.2,222,11.22,9,11,2.211,20
408.4,404,84.84,484.4,409,49.48,489.9,98,44.4,9.4,6,4.48,0
262.8,222,22.92,292,222,26.29,262.2,222,22.82,2.8,2,2.08,21
93.2,33,26.69,230.3,69,23.32,223.6,69,20.06,9.3,2,2.32,21
226.3,92,30.06,232.3,92,23.92,296.3,33,3.36,6.3,3,2.26,1
255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,1
262,82,22.82,822.2,22,22.6,260.2,222,2.2,22.9,8,8.22,13
292.2,280,29.29,226.2,228,29.22,229.2,62,9.86,2.8,2,2.08,1
223.2,44,22.49,243.2,202,22.24,239,242,2.32,4.4,2,2.04,1
289.2,92,32.08,322.6,329,20.82,202.2,320,9.32,6.8,2,2.26,1
2011.11,200,112.6,222.6,2011,22.011,292.11,92,11.22,22.9,22,11.22,16
224.4,29,43.44,234.2,94,22.44,249.4,224,20.29,24.3,2,2.22,21
220.2,92,24.42,222.4,92,24.2,244.4,204,4.22,22.2,9,4,1
422.2,204,42.49,234.4,222,22.42,240.4,22,4.22,22.4,2,4.22,1
20.2,2211,22.02,222,2211,22.92,222.6,202,2.116,0,0,0,17
207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8,5,2.16,1
488.4,404,44.68,448.9,444,49.08,480.4,88,8.44,40.4,48,4.48,9
105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,1
229.2,222,23.23,262.3,223,23.32,220.3,223,9.92,2.6,2,2.03,1
230.4,244,22.24,222.4,92,24.42,240.2,220,3.22,22.2,2,4.02,1
444.4,404,57.59,456.7,65,40.44,454.5,457,44.55,9.5,4,4.57,0
92.6,911,26.119,2011.11,2211,11.92,220.2,2011,9.92,22.6,9,11.211,16
240.4,44,40.39,222.2,92,29.04,204.2,204,9.23,2.2,4,0.34,1
268.8,80,22.88,222.8,228,28.22,290.2,206,8.82,8.2,8,2.29,22
829.8,28,86.02,208.8,220,22.22,262.2,202,22.02,20.6,6,2.86,0
222.2,21111,29.2,21111.11,202,211.29,222.6,92,20.22,20.11,11,2.92,7
202.3,34,44.29,242.3,224,22.49,292.3,200,4.32,20.9,3,2.92,1
226.2,33,22.33,262.3,33,22.23,263.2,226,2.32,3.2,3,2.33,1
209.2,204,24.3,202.4,222,4.32,232.4,203,2.44,2.4,2,2.22,1
158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,1
263.2,32,23.22,203.2,202,22.32,202.2,63,9.03,3.2,2,2.22,1
21111.6,222,20.011,2116.11,2211,20.211,222.2,222,20.1111,2.2,2,2.011,10
69.2,222,22.211,2110.11,209,29.1111,2116.2,96,22.1111,6.11,2,2.26,17
148.5,106,25.25,114.5,106,9.73,178.3,98,8.02,6.5,4,1.76,1
139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,1
448.4,480,49.84,489.8,480,48.86,460.6,96,44.48,44.6,4,8.48,0
484.8,448,48.48,48.9,404,6.44,488.4,69,6.89,44.8,4,8.49,13
298,92,82.82,89.8,99,2.68,322.8,202,2.28,28.8,8,2.28,13
222.4,242,22.22,222.2,24,22,234.2,224,22.02,22.2,2,4.04,21
233.9,202,20.2,30.6,92,6.33,222.3,226,9.33,3.3,2,2.32,1
183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1
154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,1
488.8,406,46.48,448.8,444,40.48,444.8,408,8.8,9.4,6,4.48,22
224.4,93,29.49,203.3,42,22.43,224,204,4.02,22.2,2,4,1
328.8,88,28.32,282.6,29,28.32,288.6,202,2,8.8,6,2.32,1
444.4,89,88.64,494.4,406,46.84,448.4,446,40.98,44.9,4,4.04,0
2112.2,222,211.2,2110.2,2011,211.112,296.2,229,11.1111,11.2,2,2.1111,20
262.8,68,22.68,288,209,28.28,229.8,202,9.88,6,8,2.62,1
154,67,26.18,225.8,118,19.19,265.3,86,11.94,3.5,3,0.95,1
137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97,1
234.2,24,24.22,224.3,92,24.44,224.4,92,20.94,9.4,3,2.34,21
222.2,2011,29.26,222.2,99,22.99,2112.2,2011,11.2,22.6,6,11.211,16
809.9,90,82.68,200.8,89,22.08,288.8,208,8.26,22.2,2,8.88,13
234.3,242,22.42,223.2,224,22.22,424.4,224,24.43,24.2,4,4.42,0
229.11,911,110.211,2211.6,911,211.211,2211.2,2112,20.211,22.11,6,11.22,20
444.4,444,86.94,446.4,89,40.94,446.4,89,40.44,48.8,4,4.44,0
322,209,32.99,328.6,92,20.68,326.8,90,20.29,20.8,2,2.82,0
223.2,32,29.32,233.9,236,22.02,263.2,232,22.03,22.2,2,3.32,21
55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,1
485.4,444,48.45,486.4,86,44.55,464.7,449,44.78,44.5,5,5.05,0
206.2,322,88.09,328,202,20.88,292.8,82,8.28,8.8,8,2.88,22
292.2,222,44.42,243,92,24.23,202.2,99,9.24,9.9,3,2.32,1
92.2,236,26,230.3,222,23.33,203,22,9.23,9.3,2,2.63,1
293,42,44.42,422.2,42,22.24,224.3,220,20.24,4.2,4,2,21
145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,1
447.9,74,57.04,450.4,446,49.56,454.4,440,40.44,40.6,4,4.86,0
322.8,82,26.26,326.8,326,28.89,322.2,208,8.28,32.2,2,8.26,3
269.6,121,45.83,171.7,91,14.59,219,98,9.86,8.2,6,2.21,1
28,326,32.28,328.2,82,32.32,326,88,2.92,9.8,6,2.82,1
448.4,48,44.88,440.8,488,40.44,484.4,444,40.4,44.8,6,8.46,0
478,88,47.46,455.4,65,44.54,445.4,444,40.04,8.7,4,4.55,0
449.6,446,57.55,505.5,400,45.78,454.5,65,6.95,9.7,5,4.64,22
445.7,446,44.77,440.5,456,48.74,449.9,96,44.45,45.4,5,5.54,0
424.4,42,44.44,222.2,204,22.44,292.2,92,4.32,20.2,2,2.24,1
280.2,20,28.88,288.2,98,28.28,322.8,328,9.86,32.2,2,8.32,3
197,97,33.49,203.7,107,17.31,202,105,9.09,8.7,3,2.35,1
289.6,92,28.28,320.9,322,20.28,322.2,88,8.32,8.8,2,2.88,1
488.4,489,46.88,468.8,49,44.84,486.4,44,8.89,9.4,4,4.64,22
222.11,911,112.011,222.2,911,211.211,2211.2,20,20.29,22.11,2,11.011,20
407.4,444,55.44,454.4,457,44.6,469.5,94,7.64,9.5,5,4.57,22
446.8,448,44.84,464.8,80,48.84,449.8,409,8.84,44.8,6,8.94,13
292.9,208,82.62,269.8,96,32.98,286.8,82,20.66,2.8,8,2.32,21
286.2,28,82.68,289.6,88,26.32,26.8,289,8.32,9.6,8,2.89,13
86.4,400,44.64,489.8,448,44.08,448,49,6.66,9.4,9,4.46,22
328.2,82,29.82,288.9,286,32.02,268.2,282,32.08,32.2,2,8.82,0
488.4,444,84.84,494.4,449,46.44,444,48,6.48,40,44,4.4,9
449.4,94,44,488.4,404,48.46,404.4,406,9.44,4.4,4,0.8,13
448.9,440,49.4,486.6,98,40.44,488,90,44.48,44.4,6,8.46,0
490.7,74,54.44,408.6,405,47.75,405.8,444,9.47,8.8,8,4.58,22
282.2,209,26.22,268.8,88,22.88,282.8,92,8.22,20,8,2.2,1
239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,1
2211.11,26,22.2,222.6,1111,20.62,222.2,911,6.611,22.11,11,11.011,16
149.2,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19,1
243.2,202,20.22,249.2,220,22.44,224.2,202,2.49,9.2,2,2.23,1
230.3,33,23.62,293.9,33,23.23,222.2,202,22.22,22.3,2,3.33,21
94.8,448,48.86,449.9,448,48.69,449,99,40.84,44.4,8,8.48,0
448.4,99,44.48,444.4,48,44.08,499.4,444,8.99,48.6,8,4.44,13
294.3,22,44.24,223.2,22,20.22,224.3,42,3.39,22.2,2,4.44,1
216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,1
2119.11,220,20.22,222.9,2211,211.116,2119.2,200,11.112,2.11,2,2.92,10
322.2,86,86.8,832.8,209,26.32,280.2,320,32.62,32.8,2,8.86,0
449.9,404,44.08,408.7,455,47.74,454.4,95,40.44,44.5,5,5.86,0
288.8,206,26.28,328.8,322,20.28,322.8,208,8.8,9.2,6,2.28,13
292.2,202,88.08,326,82,32.96,280.2,320,20.88,32.8,8,8.32,0
288.2,280,28.32,262.6,32,28.82,322.2,202,8,2.2,6,2.92,1
2211.11,96,29.11,222.11,226,20.112,222.2,209,9.112,2.11,2,2.22,17
242.2,222,42.03,223.4,34,20.94,224,204,9.42,4.4,2,2.44,1
193,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2,1
455.4,459,46.58,468.5,79,44.84,486.4,74,8.59,9.7,4,4.64,22
232.2,33,22.32,222.3,232,29.32,222.2,96,3.32,3.3,2,2.3,1
49.5,449,5.54,440.9,409,44.98,479.7,444,8.09,7.9,4,4.45,22
280.8,88,80.69,282.2,202,22.28,220.2,92,2.68,20,8,2.2,22
222.8,98,82.88,280.8,208,28.82,282.8,202,6.82,28,2,8.82,13
474.7,99,49.49,474.8,87,44.86,489.6,450,8.55,7.8,6,4.44,22
2211,112,1111.211,226.9,611,211.02,292.11,220,11.22,2.2,2,2.92,8
329.2,328,32.08,260.8,202,28.62,268,68,32.98,32.2,8,8.29,0
457.4,448,46.74,496.5,456,46.69,446.7,409,40.4,8.4,5,4.47,0
229.9,222,22.03,223.3,33,22.23,222.2,230,22.22,22.2,3,3.02,21
239.6,22,32.23,229,232,23.22,229.6,226,3.03,22.2,3,3.03,1
260,32,32.2,282.8,329,28.68,208.8,202,9.82,6.2,20,2.68,9
328.2,208,29.62,322.8,328,20.86,202.8,92,2.82,9.8,6,2.82,1
484,404,46.48,94.4,444,8.04,484.6,98,44.94,40.4,4,4.48,0
229.8,202,28.88,228.6,28,28.26,206.6,22,9.8,9.2,2,2.26,1
282.8,82,28.32,282.8,328,28.32,208.9,209,2.9,28.8,2,8.68,3
229,2211,211.1111,2211.11,2011,20.1111,260,92,22.2,11.11,11,2.22,17
186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,1
60.6,223,20.3,263.9,96,22.2,232.3,99,3.93,23.3,2,3.39,1
94.4,88,46.84,488.6,88,48.48,464.6,408,44.44,44.4,8,8.88,0
328.2,326,32.32,320.8,286,28.32,329.9,96,32.28,28.2,8,8.82,0
195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,1
498.4,408,84.88,484.6,49,49.69,446.4,90,40.48,44.4,44,8,9
448.4,96,44.08,408,80,8.46,489.4,84,8.84,48.4,4,8.84,13
243.2,204,23.49,222,223,22.42,293.2,93,4.42,4.3,2,2.42,1
445.8,404,44.79,464.7,90,44.5,444.7,405,5.05,44.4,7,5.04,3
42.3,222,22.49,233.9,202,22.39,222.3,202,9.33,9.4,20,2.34,9
277,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1
196,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,1
220.2,224,42.22,234.2,244,22.4,223.4,40,3.49,22.2,4,4,1
196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,1
94.1,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,1
222.6,82,86.99,820.8,82,22.22,280.2,220,6.28,2.2,8,2.28,22
408,449,44.84,444.8,408,40.6,440.4,89,4.66,4.9,8,4.48,22
266.2,220,28.22,282,92,28.22,206.8,208,9.29,20.8,2,2.28,1
226.11,92,22.116,2911.6,2211,22.96,222.2,92,2.1111,11.2,2,2.22,17
400.4,90,44.04,488.8,98,49.88,404.4,84,9.4,44.4,8,8,13
475.4,450,49.84,459.5,450,45.56,460.6,96,44.75,44.6,4,5.45,0
118,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,1
288.9,98,26.8,286.2,92,32.32,262.9,208,32.88,32.2,8,8.26,3
326.2,92,29.82,328.8,322,28.32,322.8,322,9.62,9.2,6,2.62,22
445.7,444,44.45,497.8,98,45.54,444.6,86,9.57,44.4,8,5.08,3
269.2,82,28.88,268.9,86,22.2,292.9,88,8.62,22.8,6,8.26,3
489.9,84,40.48,444.8,406,44.86,409.8,98,9.48,9.8,4,4.68,22
266.2,220,23.22,232,92,23.22,206.3,203,9.29,20.3,2,2.23,1
2119.11,202,20.22,2211.9,222,20.96,229.9,220,22.211,22.11,11,11.011,16
222.2,33,20.32,223.3,222,22.22,232,206,2.02,22.3,3,3.22,1
208,90,82.88,320.9,322,32.98,322.6,96,32.32,2.8,2,2.08,0
408.8,484,44.6,849.8,444,44.44,489.9,444,40.8,8.4,4,4.44,0
266.8,322,28.86,328.8,322,32.2,320.2,280,9.28,32.8,2,8.29,3
80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,1
288.2,289,26.88,268.8,29,22.82,286.2,22,8.89,9.2,2,2.62,13
228.2,92,29.22,296.8,206,26.28,209.8,228,9.22,22.2,8,8.02,3
149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,1
447.5,445,56.98,455.7,84,49.86,465.9,99,7.58,9,5,4.45,22
454.7,446,44.9,495.5,98,45.4,495.5,444,8.8,6.6,5,4.78,22
234.3,99,24.33,224.3,202,22.94,224.4,92,20.94,20.9,2,2.92,21
232.2,222,22.9,229.2,93,24.32,220.4,204,9.92,22.4,9,4.42,1
444.8,99,44.08,408.8,448,9.44,484,44,40.44,40.6,8,4.86,0
444.9,404,44.44,449.4,444,44,464.8,404,44.94,8.9,8,4.89,0
444.6,408,56.48,96.6,84,8.44,470.7,445,7.68,7.9,5,4.45,13
86.5,449,44.74,485.4,97,44.44,480.4,455,8.44,8.7,4,4.55,22
226.11,222,22.92,269.9,2211,22.22,21111.11,222,20.211,11.2,11,2.22,6
600.6,96,96.09,666.9,606,60.96,690.9,96,9.99,9.9,9,6.99,3
455.4,404,45.04,458.4,444,40.44,495.6,404,8.8,40.6,4,4.86,3
282.2,202,26.8,298,208,28.88,220.2,98,9.26,22.2,8,8,3
88.4,94,9.89,488.4,448,44.49,486.8,94,6.46,44.9,4,8.44,13
299.2,322,88.86,328.2,88,32.88,320.6,82,9.28,20.2,2,2.28,22
458.5,440,45.55,455.4,86,45.04,445.6,405,9.7,44.4,7,5,3
262.2,202,32.82,282,80,28.88,329.2,200,8.82,2.8,32,2.92,9
206.2,112,1111.22,2112.2,1111,211.119,21111.11,22,2.211,22,11,2.92,6
288.8,222,28.2,292.6,88,26.82,226.6,28,22.28,8.2,8,2,21
228.2,62,80.88,282.8,82,22.28,288.2,26,22.82,8.2,2,2.22,21
236.3,92,20.22,263.2,92,23.36,236.2,222,20.63,22.2,3,3.29,21
282.8,208,82.82,209,86,22.22,269.2,20,2.62,20.2,6,2.28,22
268.8,322,28.29,286.9,89,28.89,329.2,28,32.32,0,0,0,0
489.5,457,54.48,474.9,70,44.87,444.9,447,9.99,44.4,5,5.04,3
263.3,22,22.33,232.9,222,22.22,29.3,93,3.32,3.3,2,2.33,1
229.8,28,82.82,222.2,92,28.88,288.8,92,8.22,26.2,8,2.88,22
488.6,98,46.44,446.9,88,48.44,464.8,94,4.46,44.6,8,8.4,13
494.4,406,88.04,449.4,408,44.4,484.9,449,44.44,44.9,4,8.48,0
288.2,326,82.28,298.8,206,26.62,280.2,98,8.2,20.8,8,2.82,22
112.2,2112,22.112,110.11,2011,6.112,296.2,29,11.112,20.11,2,2.92,17
828.8,82,88.2,208.2,206,22.29,222.8,202,9.29,22.8,8,8.29,13
221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,1
222.11,29,22.29,21111,2211,211.211,222.11,211,2.99,6,22,2.62,11
448.8,404,86.88,444.8,86,44.08,444.4,448,6.4,4.4,8,4.94,22
201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,1
326.2,322,29.99,322.9,328,29.32,329.6,80,9.88,32.8,2,8.32,3
137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,1
202.2,200,82.22,226.8,222,20.98,282.8,282,6.92,22.9,2,8.28,13
292.2,222,44,223.3,220,24.02,402.4,243,24.34,2,2,2.49,0
444.8,84,88.48,464.8,94,48.48,444,406,9.46,8,8,4.46,22
455.4,409,44.97,405.4,99,47.44,466.5,449,7.48,44.7,4,5.46,3
202.8,200,22.89,288.2,202,22.29,299.2,98,8.99,28.2,20,2.22,9
200.4,93,42.04,202.2,202,22.2,203.2,30,9.22,2.2,2,2.92,1
289.8,32,82.28,288.9,328,28.28,286,88,8.82,2.2,8,2,22
292.9,204,42.32,239.4,93,22.94,243.4,42,20.33,2.4,4,2.22,21
222.6,20,1111.92,226.9,110,211.22,21111.11,60,6.92,2.11,2,2.22,6
445.5,94,44.74,447.7,444,48.5,446.9,445,6.64,40.9,4,4.94,3
229.9,32,23.23,220.9,32,22.33,222.3,222,2.22,22.3,2,3.22,1
290.9,32,42.24,223.3,44,29.23,240.2,93,20.44,2.4,4,2.22,21
173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,1
444.7,444,55.99,459.4,445,44.85,446.7,89,6.6,44.4,5,5,13
440.4,400,84.44,444.4,49,44.98,489.8,444,44.64,48.6,8,8.64,0
208.9,32,88.82,322.8,92,28.26,322.9,208,32.26,28,8,8.82,3
446.8,86,56.86,490.8,444,46.44,487.5,79,8.44,44,9,4.97,3
220.2,222,33.32,233.2,23,20.29,233.6,90,22.22,9.2,3,2.23,21
244.2,24,22.24,294.4,42,23.3,240.4,49,22.32,4.9,2,2.49,21
444.7,95,44.09,405.6,404,47.48,448.5,60,9.85,8.8,6,4.58,22
